Name,Status,Date,Country,"Journalist or Media Worker",Motive,"Type of Death","cpj.org URL"
"Hussam Al-Masri",Killed,"August 25, 2025","Israel and the Occupied Palestinian Territory",Reuters,Confirmed,Murder,https://cpj.org/data/people/hussam-al-masri/
"Hussam Salama",Killed,"November 20, 2012","Israel and the Occupied Palestinian Territory",Al-Aqsa,Confirmed,Crossfire,https://cpj.org/data/people/hussam-salama/
"Hussam Sarsam",Killed,"March 14, 2005",Iraq,"Kurdistan TV",Confirmed,Murder,https://cpj.org/data/people/hussam-sarsam/
"Hussein al-Zubaidi",Killed,"January 28, 2007",Iraq,Al-Ahali,Confirmed,Murder,https://cpj.org/data/people/hussein-al-zubaidi/
"Hussein Ali",Killed,"October 12, 2006",Iraq,Al-Shaabiya,Confirmed,Murder,https://cpj.org/data/people/hussein-ali/
"Hussein Khattab",Killed,"December 12, 2020",Syria,"TRT Arabic",Confirmed,Murder,https://cpj.org/data/people/hussein-khattab/
"Ian Subang",Killed,"November 23, 2009",Philippines,"Socsargen Today",Confirmed,Murder,https://cpj.org/data/people/ian-subang/
"Ibrahim Abd al-Qader",Killed,"October 30, 2015",Turkey,"Eye on the Homeland, Raqqa is Being Slaughtered Silently",Confirmed,Murder,https://cpj.org/data/people/ibrahim-abd-al-qader/
"Ibrahim Abdallah (Ibrahim Showtime)",Killed,"June 28, 2024",Sudan,Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/ibrahim-abdallah-ibrahim-showtime/
"Ibrahim Al-Gharbawi",Killed,"April 26, 2024","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/ibrahim-al-gharbawi/
"Ibrahim al-Munjar",Killed,"May 17, 2018",Syria,Sy24,Confirmed,Murder,https://cpj.org/data/people/ibrahim-al-munjar/
"Ibrahim Hajjaj",Killed,"July 30, 2025","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/ibrahim-hajjaj/
"Ibrahim Mohammad Lafi",Killed,"October 7, 2023","Israel and the Occupied Palestinian Territory","Ain Media",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/ibrahim-mohammad-lafi/
"Ibrahim Mudawi",Killed,"March 21, 2025",Sudan,"Sudan TV",Confirmed,"Crossfire / Combat Related",https://cpj.org/data/people/ibrahim-mudawi/
"Ibrahim Muhareb",Killed,"August 18, 2024","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/ibrahim-muhareb/
"Ibrahim Omar",Killed,"July 11, 2016",Syria,"Al Jazeera",Confirmed,Crossfire,https://cpj.org/data/people/ibrahim-omar/
"Ibrahim Seneid",Killed,"June 13, 2006",Iraq,Al-Bashara,Confirmed,Murder,https://cpj.org/data/people/ibrahim-seneid/
"Ibrahim Zaher",Killed,"August 10, 2025","Israel and the Occupied Palestinian Territory","Al Jazeera",Confirmed,Murder,https://cpj.org/data/people/ibrahim-zaher/
"Igor Aleksandrov",Killed,"July 7, 2001",Ukraine,Tor,Confirmed,Murder,https://cpj.org/data/people/igor-aleksandrov/
"Igor Kornelyuk",Killed,"June 17, 2014",Ukraine,VGTRK,Confirmed,Crossfire,https://cpj.org/data/people/igor-kornelyuk/
"Ihab Mu'd",Killed,"September 13, 2008",Iraq,Al-Sharqiya,Confirmed,Murder,https://cpj.org/data/people/ihab-mud/
"Ihor Hudenko",Killed,"February 26, 2022",Ukraine,Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/ihor-hudenko/
"Ihsan al-Buni",Killed,"July 12, 2012",Syria,Al-Thawra,Confirmed,Murder,https://cpj.org/data/people/ihsan-al-buni/
"Iliyas Hossain",Killed,"October 11, 2020",Bangladesh,"Dainik Bijoy",Confirmed,Murder,https://cpj.org/data/people/iliyas-hossain/
"Imad Abu Zahra",Killed,"July 12, 2002","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,Crossfire,https://cpj.org/data/people/imad-abu-zahra/
"Iman Al Shanti",Killed,"December 11, 2024","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/iman-al-shanti/
"Imran Shaikh",Killed,"January 10, 2013",Pakistan,"Samaa TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/imran-shaikh/
"Imtiaz Mir",Killed,"September 29, 2025",Pakistan,"Metro 1 News",Confirmed,Murder,https://cpj.org/data/people/imtiaz-mir/
"Irshad Mastoi",Killed,"August 28, 2014",Pakistan,"Online International News Network, ARY News",Confirmed,Murder,https://cpj.org/data/people/irshad-mastoi/
"Isaivizhi Chempiyan",Killed,"November 27, 2007","Sri Lanka","Voice of Tigers",Confirmed,Crossfire,https://cpj.org/data/people/isaivizhi-chempiyan/
"Islam Abed",Killed,"August 31, 2025","Israel and the Occupied Palestinian Territory","Al Quds Today TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/islam-abed/
"Islam al-Komi",Killed,"August 18, 2025","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/islam-al-komi/
"Ismail Abu Hatab",Killed,"June 30, 2025","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/ismail-abu-hatab/
"Ismail Al Ghoul",Killed,"July 31, 2024","Israel and the Occupied Palestinian Territory","Al Jazeera Arabic",Confirmed,Murder,https://cpj.org/data/people/ismail-al-ghoul/
"Ismail Amin Ali",Killed,"August 7, 2006",Iraq,Freelance,Confirmed,Murder,https://cpj.org/data/people/ismail-amin-ali/
"Ismail Baddah",Killed,"June 5, 2025","Israel and the Occupied Palestinian Territory","Palestine Today TV",Confirmed,Murder,https://cpj.org/data/people/ismail-baddah/
"Israel Gonçalves Silva",Killed,"November 10, 2015",Brazil,"Rádio Itaenga FM",Confirmed,Murder,https://cpj.org/data/people/israel-goncalves-silva/
"Israel Vázquez Rangel",Killed,"November 9, 2020",Mexico,"El Salmantino",Confirmed,Murder,https://cpj.org/data/people/israel-vazquez-rangel/
"Issam Abdallah",Killed,"October 13, 2023",Lebanon,Reuters,Confirmed,Murder,https://cpj.org/data/people/issam-abdallah/
"Issam Bhar",Killed,"October 17, 2023","Israel and the Occupied Palestinian Territory","Al-Aqsa TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/issam-bhar/
"Issam Obeid",Killed,"January 31, 2013",Syria,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/issam-obeid/
"Issam Tillawi",Killed,"September 22, 2002","Israel and the Occupied Palestinian Territory","Voice of Palestine",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/issam-tillawi/
"Ítalo Eduardo Diniz Barros",Killed,"November 13, 2015",Brazil,"Blog Ítalo Diniz",Confirmed,Murder,https://cpj.org/data/people/italo-eduardo-diniz-barros/
"Ivan Safronov",Killed,"March 2, 2007",Russia,Kommersant,Confirmed,Murder,https://cpj.org/data/people/ivan-safronov/
"Ivo Pukanic",Killed,"October 23, 2008",Croatia,Nacional,Confirmed,Murder,https://cpj.org/data/people/ivo-pukanic/
"Iyad El-Ruwagh",Killed,"January 25, 2024","Israel and the Occupied Palestinian Territory","Al-Aqsa Voice Radio",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/iyad-el-ruwagh/
"Iyad Matar",Killed,"November 1, 2023","Israel and the Occupied Palestinian Territory","Al-Aqsa TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/iyad-matar/
"Jabr Abu Hadrous",Killed,"December 29, 2023","Israel and the Occupied Palestinian Territory","Al-Quds Al-Youm",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/jabr-abu-hadrous/
"Jacinto Romero Flores",Killed,"August 19, 2021",Mexico,"Ori Stereo FM",Confirmed,Murder,https://cpj.org/data/people/jacinto-romero-flores/
"Jacques Roche",Killed,"July 14, 2005",Haiti,"Le Matin",Confirmed,Unknown,https://cpj.org/data/people/jacques-roche/
"Jagendra Singh",Killed,"June 8, 2015",India,Freelance,Confirmed,Murder,https://cpj.org/data/people/jagendra-singh/
"Jaime Rengifo Revero",Killed,"April 29, 2003",Colombia,"Olímpica Radio",Confirmed,Murder,https://cpj.org/data/people/jaime-rengifo-revero/
"Jairo Souza",Killed,"June 21, 2018",Brazil,"Rádio Pérola",Confirmed,Murder,https://cpj.org/data/people/jairo-souza/
"Jalaa al-Abadi",Killed,"July 15, 2015",Iraq,"Nineveh Reporters Network",Confirmed,Murder,https://cpj.org/data/people/jalaa-al-abadi/
"Jamal Abdul-Nasser Sami",Killed,"December 23, 2013",Iraq,"Salaheddin TV",Confirmed,Murder,https://cpj.org/data/people/jamal-abdul-nasser-sami/
"Jamal al-Adhi",Killed,"September 10, 2025",Yemen,"26 September, Yemen",Confirmed,Murder,https://cpj.org/data/people/jamal-al-adhi/
"Jamal Al-Faqaawi",Killed,"October 25, 2023","Israel and the Occupied Palestinian Territory","Mithaq Media Foundation",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/jamal-al-faqaawi/
"Jamal al-Sharaabi",Killed,"March 18, 2011",Yemen,Al-Masdar,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/jamal-al-sharaabi/
"Jamal al-Zubaidi",Killed,"February 24, 2007",Iraq,"As-Saffir and Al-Dustour",Confirmed,Murder,https://cpj.org/data/people/jamal-al-zubaidi/
"Jamal Farah Adan",Killed,"March 1, 2021",Somalia,Freelance,Confirmed,Murder,https://cpj.org/data/people/jamal-farah-adan/
"Jamal Khalifeh",Killed,"April 1, 2015",Syria,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/jamal-khalifeh/
"Jamal Khashoggi",Killed,"October 2, 2018","Saudi Arabia","The Washington Post",Confirmed,Murder,https://cpj.org/data/people/jamal-khashoggi/
"Jamal Mohamed Haniyeh",Killed,"November 21, 2023","Israel and the Occupied Palestinian Territory",Amwaj,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/jamal-mohamed-haniyeh/
"Jamal Uddin",Killed,"June 15, 2012",Bangladesh,"Gramer Kagoj",Confirmed,Murder,https://cpj.org/data/people/jamal-uddin/
"James Brolan",Killed,"May 29, 2006",Iraq,CBS,Confirmed,Crossfire,https://cpj.org/data/people/james-brolan/
"James Foley",Killed,"August 1, 2014",Syria,Freelance,Confirmed,Murder,https://cpj.org/data/people/james-foley/
"James Miller",Killed,"May 2, 2003","Israel and the Occupied Palestinian Territory",Freelance,Confirmed,Crossfire,https://cpj.org/data/people/james-miller/
"James P. Hunter",Killed,"June 24, 2010",Afghanistan,"Fort Campbell Courier, U.S. military publications",Confirmed,Crossfire,https://cpj.org/data/people/james-p-hunter/
"Ján Kuciak",Killed,"February 21, 2018",Slovakia,Aktuality,Confirmed,Murder,https://cpj.org/data/people/jan-kuciak/
"Janullah Hashimzada",Killed,"August 24, 2009",Pakistan,Freelance,Confirmed,Murder,https://cpj.org/data/people/janullah-hashimzada/
"Jaruek Rangcharoen",Killed,"September 27, 2008",Thailand,Matichon,Confirmed,Murder,https://cpj.org/data/people/jaruek-rangcharoen/
"Jassim al-Batat",Killed,"April 25, 2008",Iraq,"Al-Nakhil TV and Radio",Confirmed,Murder,https://cpj.org/data/people/jassim-al-batat/
"Javed Ahmed Mir",Killed,"August 13, 2008",India,"Channel 9",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/javed-ahmed-mir/
"Javed Khan",Killed,"July 3, 2007",Pakistan,"Markaz and DM Digital TV",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/javed-khan/
"Javed Naseer Rind",Killed,"November 1, 2011",Pakistan,"Daily Tawar",Confirmed,Murder,https://cpj.org/data/people/javed-naseer-rind/
"Javier Hércules",Killed,"May 31, 2025",Honduras,"ATN Noticias",Confirmed,Murder,https://cpj.org/data/people/javier-hercules/
"Javier Valdez Cárdenas",Killed,"May 15, 2017",Mexico,"Ríodoce,La Jornada",Confirmed,Murder,https://cpj.org/data/people/javier-valdez-cardenas/
"Jean Cabut (Cabu)",Killed,"January 7, 2015",France,"Charlie Hebdo",Confirmed,Murder,https://cpj.org/data/people/jean-cabut-cabu/
"Jean Hélène",Killed,"October 21, 2003","Ivory Coast","Radio France Internationale",Confirmed,Murder,https://cpj.org/data/people/jean-helene/
"Jean Léonard Rugambage",Killed,"June 26, 2010",Rwanda,Umuvugizi,Confirmed,Murder,https://cpj.org/data/people/jean-leonard-rugambage-3/
"Jean-Jacques Ola Bebe",Killed,"February 2, 2023",Cameroon,Freelance,Confirmed,Murder,https://cpj.org/data/people/jean-jacques-ola-bebe/
"Jean-Rémy Badio",Killed,"January 19, 2007",Haiti,Freelance,Confirmed,Murder,https://cpj.org/data/people/jean-remy-badio/
"Jeff German",Killed,"September 2, 2022",USA,"Las Vegas Review-Journal",Confirmed,Murder,https://cpj.org/data/people/jeff-german/
"Jefferson Pureza Lopes",Killed,"January 17, 2018",Brazil,"Beira Rio FM",Confirmed,Murder,https://cpj.org/data/people/jefferson-pureza-lopes/
"Jepon Cadagdagon",Killed,"November 23, 2009",Philippines,"Saksi News",Confirmed,Murder,https://cpj.org/data/people/jepon-cadagdagon/
"Jeremy Little",Killed,"July 6, 2003",Iraq,"NBC News",Confirmed,Crossfire,https://cpj.org/data/people/jeremy-little/
"Jerges Mahmood Mohamad Suleiman",Killed,"May 31, 2005",Iraq,"Nineveh TV",Confirmed,Murder,https://cpj.org/data/people/jerges-mahmood-mohamad-suleiman/
"Jeroen Oerlemans",Killed,"October 2, 2016",Libya,Freelance,Confirmed,Crossfire,https://cpj.org/data/people/jeroen-oerlemans/
"Jesus Malabanan",Killed,"December 8, 2021",Philippines,"Manila Standard,Manila Times,Bandera",Confirmed,Murder,https://cpj.org/data/people/jesus-malabanan/
"Jhannah Villegas",Killed,"April 15, 2022",Philippines,"Sagad and Bugso,Radyo Ukay,Energy FM 106.7",Confirmed,Murder,https://cpj.org/data/people/jhannah-villegas/
"Jhoy Duhay",Killed,"November 23, 2009",Philippines,"Gold Star Daily",Confirmed,Murder,https://cpj.org/data/people/jhoy-duhay/
"Jihad Jamal",Killed,"November 2, 2016",Syria,Freelance,Confirmed,Unknown,https://cpj.org/data/people/jihad-jamal/
"Jihan Belkin",Killed,"December 19, 2024",Syria,"Hawar News Agency (ANHA)",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/jihan-belkin/
"Jimmy Higenyi",Killed,"January 12, 2002",Uganda,"United Media Consultants and Trainers",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/jimmy-higenyi/
"Jimmy Jean",Killed,"December 24, 2024",Haiti,"Moun Afe Bon",Confirmed,Murder,https://cpj.org/data/people/jimmy-jean/
"João Miranda do Carmo",Killed,"July 24, 2016",Brazil,"SAD Sem Censura",Confirmed,Murder,https://cpj.org/data/people/joao-miranda-do-carmo/
"Joaquin Briones",Killed,"March 13, 2017",Philippines,Remate,Confirmed,Murder,https://cpj.org/data/people/joaquin-briones/
"Joas Dignos",Killed,"November 29, 2013",Philippines,"DXGT Radio",Confirmed,Murder,https://cpj.org/data/people/joas-dignos/
"Jobert Bercasio",Killed,"September 14, 2020",Philippines,Balangibog,Confirmed,Murder,https://cpj.org/data/people/jobert-bercasio/
"Joël Mumbere Musavuli",Killed,"August 13, 2021","Democratic Republic of the Congo","Radio Télévision Communautaire de Babombi",Confirmed,Murder,https://cpj.org/data/people/joel-mumbere-musavuli/
"Joel Parcon",Killed,"November 23, 2009",Philippines,"Prontiera News",Confirmed,Murder,https://cpj.org/data/people/joel-parcon/
"Joey Llana",Killed,"July 20, 2018",Philippines,"Home Radio Legazpi",Confirmed,Murder,https://cpj.org/data/people/joey-llana/
"Johanne Sutton",Killed,"November 11, 2001",Afghanistan,"Radio France Internationale",Confirmed,Crossfire,https://cpj.org/data/people/johanne-sutton/
"John Caniban",Killed,"November 23, 2009",Philippines,"Periodico Ini",Confirmed,Murder,https://cpj.org/data/people/john-caniban/
"John Kituyi",Killed,"April 30, 2015",Kenya,"Mirror Weekly",Confirmed,Murder,https://cpj.org/data/people/john-kituyi/
"John McNamara",Killed,"June 28, 2018",USA,"Capital Gazette",Confirmed,Murder,https://cpj.org/data/people/john-mcnamara/
"John Wesley Amady",Killed,"January 6, 2022",Haiti,"Radio Écoute FM",Confirmed,Murder,https://cpj.org/data/people/john-wesley-amady/
"Jojo Trajano",Killed,"June 3, 2009",Philippines,Remate,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/jojo-trajano/
"Jolito Evardo",Killed,"November 23, 2009",Philippines,UNTV,Confirmed,Murder,https://cpj.org/data/people/jolito-evardo/
"Jomaa Al-Ahmad (Abu al-Nour al-Halabi)",Killed,"October 27, 2015",Syria,"Shahba Press Agency",Confirmed,Crossfire,https://cpj.org/data/people/jomaa-al-ahmad-abu-al-nour-al-halabi/
"Jorge Aguirre",Killed,"April 5, 2006",Venezuela,"Cadena Capriles (El Mundo)",Confirmed,Murder,https://cpj.org/data/people/jorge-aguirre/
"Jorge Celestino Ruiz Vázquez",Killed,"August 2, 2019",Mexico,"El Gráfico",Confirmed,Murder,https://cpj.org/data/people/jorge-celestino-ruiz-vazquez/
"Jorge Enrique Urbano Sánchez",Killed,"July 8, 2001",Colombia,"Mar Estéreo",Confirmed,Murder,https://cpj.org/data/people/jorge-enrique-urbano-sanchez/
"Jorge Ibraín Tortoza Cruz",Killed,"April 11, 2002",Venezuela,2001,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/jorge-ibrain-tortoza-cruz/
"Jorge Miguel Armenta Ávalos",Killed,"May 16, 2020",Mexico,"Última Palabra,Medios Obson",Confirmed,Murder,https://cpj.org/data/people/jorge-miguel-armenta-avalos/
"Jorge Mynor Alegría Armendáriz",Killed,"September 5, 2001",Guatemala,"Radio Amatique",Confirmed,Murder,https://cpj.org/data/people/jorge-mynor-alegria-armendariz/
"José Abelardo Liz",Killed,"August 13, 2020",Colombia,"Nación Nasa",Confirmed,"Dangerous Assignment",https://cpj.org/data/people/jose-abelardo-liz/
"José Agustín Silvestre de los Santos",Killed,"August 2, 2011","Dominican Republic","La Voz de la Verdad, Caña TV",Confirmed,Murder,https://cpj.org/data/people/jose-agustin-silvestre-de-los-santos/
"José Armando Rodríguez Carreón",Killed,"November 13, 2008",Mexico,"El Diario de Ciudad Juárez",Confirmed,Murder,https://cpj.org/data/people/jose-armando-rodriguez-carreon/
"José Cândido de Amorim Filho",Killed,"July 1, 2005",Brazil,"Rádio Alternativa",Confirmed,Murder,https://cpj.org/data/people/jose-candido-de-amorim-filho/
"José Carlos Araújo",Killed,"April 24, 2004",Brazil,"Rádio Timbaúba FM",Confirmed,Murder,https://cpj.org/data/people/jose-carlos-araujo/
"José Couso",Killed,"April 8, 2003",Iraq,Telecinco,Confirmed,Crossfire,https://cpj.org/data/people/jose-couso/
"José Duviel Vásquez Arias",Killed,"July 6, 2001",Colombia,"La Voz de la Selva",Confirmed,Murder,https://cpj.org/data/people/jose-duviel-vasquez-arias/
"José Emeterio Rivas",Killed,"April 6, 2003",Colombia,"Radio Calor Estéreo",Confirmed,Murder,https://cpj.org/data/people/jose-emeterio-rivas/
"José Everardo Aguilar",Killed,"April 29, 2009",Colombia,"Radio Súper and Bolívar Estéreo",Confirmed,Murder,https://cpj.org/data/people/jose-everardo-aguilar/
"José Luis Ortega Mata",Killed,"February 19, 2001",Mexico,"Semanario de Ojinaga",Confirmed,Murder,https://cpj.org/data/people/jose-luis-ortega-mata/
"José Moisés Sánchez Cerezo",Killed,"January 2, 2015",Mexico,"La Unión",Confirmed,Murder,https://cpj.org/data/people/jose-moises-sanchez-cerezo/
"José Roberto Ornelas de Lemos",Killed,"June 11, 2013",Brazil,"Jornal Hora H",Confirmed,Murder,https://cpj.org/data/people/jose-roberto-ornelas-de-lemos/
"Joselito Agustin",Killed,"June 15, 2010",Philippines,DZJC,Confirmed,Murder,https://cpj.org/data/people/joselito-agustin/
"Joseph Hernández Ochoa",Killed,"March 1, 2010",Honduras,"TV Channel 51",Confirmed,Murder,https://cpj.org/data/people/joseph-hernandez-ochoa/
"Juan ""Jun"" Pala",Killed,"September 6, 2003",Philippines,"DXGO Radio",Confirmed,Murder,https://cpj.org/data/people/juan-jun-pala/
"Juan Carlos Benavides Arévalo",Killed,"August 22, 2003",Colombia,"Manantial Estéreo",Confirmed,Crossfire,https://cpj.org/data/people/juan-carlos-benavides-arevalo/
"Juan Carlos Encinas",Killed,"July 29, 2001",Bolivia,Freelancer,Confirmed,"Dangerous Assignment",https://cpj.org/data/people/juan-carlos-encinas/
"Juan Emilio Andújar Matos",Killed,"September 14, 2004","Dominican Republic","Radio Azua and Listín Diario",Confirmed,Murder,https://cpj.org/data/people/juan-emilio-andujar-matos/
"Juan Javier Ortega Reyes",Killed,"April 18, 2018",Colombia,"El Comercio",Confirmed,Murder,https://cpj.org/data/people/juan-javier-ortega-reyes/
